VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,cluster
3,2,1,1,1,1,1,3,1,1,29,23,0
4,2,1,1,1,2,2,6,1,1,29,23,0
5,2,1,1,1,1,1,4,1,1,29,23,0
6,2,2,1,1,1,1,9,1,1,29,23,0
7,2,1,1,1,1,1,6,1,1,29,23,0
8,2,2,1,1,1,2,4,1,1,29,23,0
9,2,2,1,1,1,1,4,1,1,29,23,0
11,2,1,1,1,2,2,4,1,1,29,23,0
12,2,1,1,1,1,1,4,1,1,29,23,0
13,2,1,1,1,1,2,2,1,1,29,23,0
14,3,1,1,1,1,1,3,1,1,29,23,0
16,3,1,1,1,1,1,1,1,1,29,23,0
17,2,1,1,1,1,1,4,1,1,29,23,1
18,2,1,1,1,1,1,4,1,1,29,23,1
19,3,1,1,1,1,1,7,1,1,29,23,1
20,2,2,1,1,2,1,2,1,1,29,23,1
1,3,1,1,1,1,2,1,1,1,30,28,0
2,3,1,1,1,1,1,3,1,1,30,28,0
3,3,1,1,1,1,1,3,1,1,30,28,0
1,3,1,2,1,1,1,5,1,1,30,28,0
2,2,1,2,1,1,1,3,1,1,30,28,0
4,2,1,2,1,1,2,1,1,1,30,28,0
5,3,1,2,1,1,1,8,1,1,30,28,0
1,2,1,2,1,1,1,2,1,1,30,28,0
3,2,1,2,1,1,1,4,1,1,30,28,0
4,3,1,2,1,1,1,4,1,1,30,28,0
5,2,1,2,1,1,1,3,1,1,30,28,0
1,1,1,3,1,1,1,3,1,1,30,28,0
2,2,1,2,1,1,1,5,1,1,30,28,0
3,3,1,2,1,1,1,3,1,1,30,28,0
5,2,1,2,1,1,1,6,1,1,30,28,0
1,2,1,2,1,1,2,1,1,1,30,28,0
2,2,1,1,1,1,1,3,1,1,30,28,0
4,3,1,2,1,1,1,4,1,1,30,28,0
5,2,1,2,1,1,1,5,1,1,30,28,0
1,3,1,1,1,1,1,5,1,1,30,28,0
2,3,1,1,1,1,1,5,1,1,30,28,0
3,3,1,1,1,1,1,2,1,1,30,28,0
4,3,1,1,1,1,1,4,1,1,30,28,0
5,3,1,1,1,1,1,4,1,1,30,28,0
1,3,1,1,1,1,1,4,1,1,30,28,0
2,3,1,1,1,1,1,7,1,1,30,28,0
4,3,1,1,1,1,1,2,1,1,30,28,0
5,3,1,1,1,1,1,5,1,1,30,28,0
1,3,1,1,1,1,1,3,1,1,30,39,0
2,3,1,1,1,1,1,6,1,1,30,39,0
3,3,1,1,1,1,1,2,1,1,30,39,0
4,3,1,1,1,1,1,5,1,1,30,39,0
2,3,1,1,1,1,1,3,1,1,30,39,0
4,3,1,1,1,1,1,2,1,1,30,39,0
2,2,2,1,1,1,2,2,1,1,30,118,3
4,3,1,1,1,1,1,3,1,1,30,118,3
5,3,1,1,1,1,2,3,1,1,30,118,3
1,3,1,1,1,1,1,3,1,1,30,118,3
3,3,1,1,1,1,1,5,1,1,30,118,3
5,2,1,1,1,1,2,1,1,1,30,118,3
1,3,1,1,1,1,1,4,1,1,30,118,3
2,2,1,1,1,1,1,2,1,1,30,118,3
3,2,1,1,1,2,2,1,1,1,30,118,3
4,3,1,1,1,1,2,3,1,1,30,118,3
5,3,1,1,1,1,1,5,1,1,30,118,3
1,3,1,1,1,1,1,4,1,1,30,118,3
2,3,1,1,1,1,1,1,1,1,30,118,3
3,3,1,1,1,1,1,6,1,1,30,118,3
5,3,1,1,1,1,2,2,1,1,30,118,3
1,3,1,1,1,1,1,3,1,1,30,118,3
2,3,1,1,1,1,1,2,1,1,30,118,3
3,3,1,1,1,1,1,9,1,1,30,118,3
5,3,1,1,1,1,1,4,1,1,30,118,3
1,3,1,1,1,1,1,3,1,1,30,118,3
3,3,1,1,1,1,1,8,1,1,30,118,3
4,3,1,1,1,2,2,1,1,1,30,118,3
5,3,1,1,1,1,1,2,1,1,30,118,3
1,3,1,1,1,1,1,3,1,1,30,118,3
2,3,1,1,1,2,1,5,1,1,30,118,3
3,3,1,1,1,1,2,2,1,1,30,118,3
5,3,1,1,1,2,2,2,1,1,30,118,3
1,2,1,1,1,1,1,5,1,1,30,118,3
2,2,1,1,1,1,2,2,1,1,30,118,3
3,3,1,1,1,1,1,4,1,1,30,118,3
4,2,1,1,1,1,1,4,1,1,30,118,3
1,2,2,1,1,2,2,2,1,1,30,118,3
2,2,2,1,1,1,2,4,1,1,30,118,3
3,3,1,1,1,1,1,3,1,1,30,118,3
4,3,2,1,1,2,2,5,1,1,30,118,3
5,2,1,1,1,1,1,5,1,1,30,118,3
2,3,1,1,1,1,1,2,1,1,30,118,3
3,2,1,1,1,1,1,4,1,1,30,118,3
4,3,1,1,1,1,2,1,1,1,30,118,3
5,2,1,1,1,1,2,5,1,1,30,118,3
1,3,1,1,1,1,1,4,1,1,30,118,3
2,2,1,1,1,1,1,7,1,1,30,118,3
4,2,2,1,1,1,1,5,1,1,30,118,3
5,2,1,1,1,1,1,4,1,1,30,118,3
2,1,2,1,1,1,1,2,1,1,30,131,3
3,2,2,1,1,1,2,6,1,1,30,131,3
4,2,5,1,1,1,1,4,1,1,30,131,3
5,2,1,1,1,1,1,3,1,1,30,131,3
1,3,1,3,1,1,1,2,1,1,30,131,3
2,3,1,1,1,1,2,2,1,1,30,131,3
3,2,2,1,1,1,2,1,1,1,30,131,3
5,2,1,1,1,1,1,3,1,1,30,131,3
2,2,6,4,1,1,1,4,1,1,30,131,3
3,2,6,1,1,1,1,2,1,1,30,131,3
4,2,1,1,1,1,1,4,1,1,30,131,3
5,2,1,1,1,1,1,4,1,1,30,131,3
1,3,1,1,1,1,1,5,1,1,30,131,3
2,2,1,1,1,1,1,5,1,1,30,131,3
3,3,1,1,1,1,1,4,1,1,30,131,3
4,3,1,1,1,1,1,4,1,1,30,131,3
1,2,2,1,1,1,1,3,1,1,30,131,3
2,1,6,1,1,1,2,4,1,1,30,131,3
3,1,1,1,1,1,2,4,1,1,30,131,3
4,3,6,1,1,1,1,3,1,1,30,131,3
5,2,6,1,1,1,1,4,1,1,30,131,3
1,3,1,1,1,1,1,4,1,1,30,131,3
2,3,1,1,1,1,1,5,1,1,30,131,3
5,3,1,1,1,1,1,1,1,1,30,131,3
1,2,5,1,1,1,1,4,1,1,30,131,3
2,1,5,1,1,1,1,3,1,1,30,131,3
3,2,5,1,1,1,1,4,1,1,30,131,3
4,2,2,1,1,1,1,9,1,1,30,131,3
1,2,5,1,1,1,1,4,1,1,30,131,3
2,1,2,1,1,2,2,5,1,1,30,131,3
3,1,1,1,1,1,2,1,1,1,30,131,3
5,2,5,1,1,1,1,3,1,1,30,131,3
1,3,1,1,1,1,1,5,1,1,30,131,3
2,2,1,1,1,1,1,4,1,1,30,131,3
3,3,1,1,1,1,1,3,1,1,30,131,3
4,2,1,1,1,1,1,3,1,1,30,131,3
5,3,1,1,1,1,1,3,1,1,30,131,3
1,2,1,1,1,1,1,7,1,1,30,131,3
3,2,1,1,1,1,1,4,1,1,30,131,3
5,2,1,1,1,1,1,3,1,1,30,131,3
1,1,5,5,1,2,2,4,1,1,30,131,3
2,2,2,1,1,1,1,3,1,1,30,131,3
4,2,5,1,1,1,1,4,1,1,30,131,3
5,2,2,2,1,1,1,4,1,1,30,131,3
1,3,1,1,1,1,1,4,1,1,30,193,3
3,2,2,1,1,1,1,3,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,2,2,2,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
3,3,1,1,1,1,1,3,1,1,30,193,3
4,2,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,6,1,1,30,193,3
4,3,1,1,1,1,1,1,1,1,30,193,3
5,3,1,1,1,1,1,1,1,1,30,193,3
1,3,1,1,1,1,1,5,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,4,1,1,1,2,2,1,1,30,193,3
1,2,2,1,1,1,1,1,1,1,30,193,3
2,2,1,1,1,1,2,1,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,4,5,1,1,1,4,1,1,30,193,3
4,2,1,1,1,1,1,1,1,1,30,193,3
1,3,1,1,1,1,1,1,1,1,30,193,3
2,2,1,1,1,1,2,2,1,1,30,193,3
3,2,1,1,1,1,1,5,1,1,30,193,3
5,2,1,1,1,1,1,1,1,1,30,193,3
1,3,1,1,1,1,2,1,1,1,30,193,3
5,2,1,1,1,2,2,3,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,2,1,4,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,2,1,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,2,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,2,1,1,1,1,2,1,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,2,4,1,1,30,193,3
4,3,1,1,1,1,1,5,1,1,30,193,3
5,3,1,1,1,1,2,2,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
1,1,1,1,1,1,1,3,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
4,2,1,1,1,1,2,6,1,1,30,193,3
5,2,2,1,1,1,1,4,1,1,30,193,3
2,2,1,1,1,1,1,2,1,1,30,193,3
3,2,1,1,1,1,2,4,1,1,30,193,3
4,2,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
2,3,2,1,1,2,1,4,1,1,30,193,3
4,3,2,1,1,1,1,4,1,1,30,193,3
5,2,2,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,8,1,1,30,193,3
2,2,2,1,1,1,1,2,1,1,30,193,3
3,2,1,1,1,1,1,1,1,1,30,193,3
4,2,2,1,1,1,1,1,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,2,2,1,1,1,1,3,1,1,30,193,3
1,2,2,1,1,2,2,4,1,1,30,193,3
2,3,1,1,1,1,1,1,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,2,3,1,1,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,2,1,1,1,1,1,4,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,2,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,2,1,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
3,2,1,1,1,1,1,6,1,1,30,193,3
4,2,1,1,1,1,1,3,1,1,30,193,3
5,2,2,1,1,1,1,3,1,1,30,193,3
1,2,1,1,1,1,1,3,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,1,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
2,2,1,1,1,1,2,5,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,2,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,1,1,1,1,30,193,3
1,3,1,1,1,1,1,6,1,1,30,193,3
3,3,1,1,1,1,2,4,1,1,30,193,3
5,3,1,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,5,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
3,3,1,1,1,1,1,3,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,1,4,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,2,1,1,1,1,1,4,1,1,30,193,3
4,2,1,1,1,1,1,5,1,1,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,2,3,1,1,30,193,3
2,2,1,1,1,1,2,2,1,1,30,193,3
3,3,1,1,1,1,2,2,1,1,30,193,3
4,3,2,1,1,1,1,2,1,1,30,193,3
5,3,2,1,1,1,2,2,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,2,1,1,1,30,193,3
5,3,1,1,1,1,2,1,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,6,1,1,30,193,3
3,3,1,1,1,2,1,3,1,1,30,193,3
4,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,2,1,1,1,1,1,5,1,1,30,193,3
2,3,1,1,1,1,1,5,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,2,2,1,1,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,2,1,1,1,1,1,5,1,1,30,193,3
4,2,1,1,1,2,2,3,1,1,30,193,3
5,2,1,1,1,1,1,3,1,1,30,193,3
1,2,1,1,1,1,1,2,1,1,30,193,3
2,2,1,2,1,1,1,1,1,1,30,193,3
3,3,1,1,1,2,2,2,1,1,30,193,3
4,2,1,1,1,1,1,2,1,1,30,193,3
5,2,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
2,3,1,1,1,1,1,1,1,1,30,193,3
5,3,1,1,1,1,1,1,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,2,2,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
3,2,1,1,1,1,1,4,1,1,30,193,3
4,2,2,1,1,1,2,2,1,1,30,193,3
5,3,1,1,1,1,1,8,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,2,1,1,1,1,1,1,1,1,30,193,3
3,2,1,1,1,1,1,1,1,1,30,193,3
4,2,1,1,1,2,2,1,1,1,30,193,3
5,2,2,1,1,2,2,1,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
3,2,1,1,1,1,2,1,1,1,30,193,3
4,2,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,2,1,1,1,30,193,3
2,2,1,1,1,1,1,3,1,1,30,193,3
3,2,2,1,1,1,2,1,1,1,30,193,3
5,2,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
4,2,1,1,1,1,2,2,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,2,1,1,1,30,193,3
1,3,1,1,1,1,1,5,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,2,2,1,1,30,193,3
1,3,1,1,1,1,2,1,1,1,30,193,3
2,3,1,1,1,1,1,1,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,6,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,2,4,1,1,30,193,3
1,3,1,1,1,1,1,1,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,2,2,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,1,1,1,30,193,3
2,3,1,1,1,1,1,1,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,1,1,1,1,30,193,3
2,3,1,1,1,1,1,6,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,3,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,1,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,5,1,1,30,193,3
3,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,4,2,2,30,193,3
1,2,1,2,1,1,1,3,1,1,30,193,3
2,3,2,2,1,1,1,4,1,1,30,193,3
3,2,2,1,1,2,2,2,1,1,30,193,3
4,2,1,1,1,1,1,4,1,1,30,193,3
5,2,2,2,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,1,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,5,1,1,30,193,3
4,3,1,1,1,1,1,6,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,5,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
3,3,5,1,1,1,1,2,1,1,30,193,3
4,3,2,1,1,1,1,4,1,1,30,193,3
5,3,2,1,1,1,1,4,1,1,30,193,3
2,2,1,2,1,1,1,2,1,1,30,193,3
5,2,1,1,1,1,1,1,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,2,1,1,1,1,1,1,1,1,30,193,3
3,2,1,1,1,1,1,3,1,1,30,193,3
4,2,2,1,1,1,2,2,1,1,30,193,3
5,2,1,1,1,1,1,4,1,1,30,193,3
1,2,1,1,1,1,1,4,1,1,30,193,3
2,2,1,1,1,1,2,8,1,1,30,193,3
5,2,2,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
2,2,1,1,1,1,1,4,1,1,30,193,3
3,2,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,1,4,1,1,30,193,3
5,2,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,2,1,1,1,1,1,3,1,1,30,193,3
3,2,2,1,1,1,2,2,1,1,30,193,3
4,3,1,2,1,1,2,3,1,1,30,193,3
5,2,1,1,1,1,2,7,1,1,30,193,3
2,3,1,1,1,2,2,4,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
2,2,1,1,1,1,1,4,1,1,30,193,3
3,3,1,2,1,1,1,2,1,1,30,193,3
4,2,1,2,1,1,1,4,1,1,30,193,3
5,2,2,2,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,2,1,1,1,30,193,3
4,2,6,2,1,1,1,9,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,2,1,1,1,1,1,4,1,1,30,193,3
3,2,1,1,1,1,1,4,1,1,30,193,3
4,2,1,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,5,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,5,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,2,1,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,2,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,2,3,1,1,30,193,3
3,3,1,1,1,2,1,1,1,1,30,193,3
4,3,1,1,1,1,1,5,1,1,30,193,3
5,2,2,2,1,2,2,1,1,1,30,193,3
2,3,1,1,1,1,1,5,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
4,3,1,1,1,1,1,5,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
3,3,1,1,1,1,1,3,1,1,30,193,3
4,2,1,1,1,1,1,5,1,1,30,193,3
5,3,1,1,1,1,1,1,1,1,30,193,3
1,2,2,2,1,2,2,2,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,2,1,1,1,2,2,3,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,1,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
3,2,1,1,1,1,1,6,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,2,1,1,1,1,1,6,1,1,30,193,3
2,3,1,1,1,1,1,6,1,1,30,193,3
3,2,1,1,1,1,1,4,1,1,30,193,3
4,2,1,1,1,1,2,1,1,1,30,193,3
5,2,2,1,1,1,1,1,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
4,2,1,1,1,1,1,6,2,2,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
2,3,1,1,1,1,1,1,1,1,30,193,3
4,2,1,1,1,1,1,4,1,1,30,193,3
5,2,1,1,1,1,1,2,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,2,1,1,1,1,2,1,1,1,30,193,3
3,2,1,1,1,1,1,5,1,1,30,193,3
4,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
5,2,1,1,1,1,1,1,1,1,30,193,3
1,2,1,1,1,1,1,1,1,1,30,193,3
2,3,1,2,1,1,1,3,1,1,30,193,3
3,2,2,1,1,2,2,3,1,1,30,193,3
4,3,1,1,1,1,1,4,1,1,30,193,3
5,3,1,1,1,1,1,1,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
5,3,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,1,1,1,30,193,3
4,3,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,7,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,1,9,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,6,1,1,30,193,3
3,3,1,1,1,1,1,5,1,1,30,193,3
4,3,1,1,1,1,1,4,1,1,30,193,3
5,3,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
4,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,4,1,1,30,193,3
1,2,1,1,1,1,1,3,1,1,30,193,3
2,2,1,1,1,1,2,1,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
5,2,1,1,1,1,1,3,1,1,30,193,3
1,2,1,1,1,2,2,1,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,4,1,1,30,193,3
4,2,1,1,1,1,2,1,1,1,30,193,3
1,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,4,1,1,30,193,3
4,2,1,1,1,1,1,2,1,1,30,193,3
5,2,1,1,1,1,1,4,1,1,30,193,3
1,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,2,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
4,2,1,1,1,1,1,3,1,1,30,193,3
1,3,1,1,1,1,2,3,1,1,30,193,3
2,3,1,1,1,1,1,5,1,1,30,193,3
3,3,1,1,1,1,1,3,1,1,30,193,3
5,3,1,1,1,1,1,5,1,1,30,193,3
1,3,1,1,1,1,1,4,1,1,30,193,3
2,3,1,1,1,1,1,3,1,1,30,193,3
3,3,1,1,1,1,1,2,1,1,30,193,3
4,3,1,1,1,1,1,5,1,1,30,193,3
5,3,1,1,1,1,1,2,1,1,30,193,3
2,3,1,1,1,1,1,5,1,1,30,193,3
